1111100100,, ארנונה כללית שוטפת ,0,0,0,0,0,,,,,,
1111100110,ארנונה כללית שוטפת ,3000,3000,2684,316,10,,,,,,,
1111200100,,ארנונה כללית פגורים ,0,0,0,0,0,,,,,,
1111200110,ארנונה כללית פגורים ,600,600,569,31,5,,,,,,,
 ," סה""כ ארנונה כללית ",3600,3600,3252,348,9,,,,,,,
1413100210,אגרות מים שוטף ,0,0,0,0,0,,,,,,,
1413101210,אגרת מים פיגורים ,798,798,602,196,24,,,,,,,
 ," סה""כ הכנסות ממכירת מים ",798,798,602,196,24,,,,,,,
1312200410,"השת' הורים שכ""ל גנים ",0,0,0,0,0,,,,,,,
1312200420,"השתת' הורים הזנה יוח""א ",240,240,182,58,24,,,,,,,
1312200740,השתת' ממפעל הפיס ,0,0,26,-26,0,,,,,,,
1312300410,השתת' הורים בטוח ט.חובה ,0,0,0,0,0,,,,,,,
1312800420,הכנסות מקייטנה ,0,0,0,0,0,,,,,,,
1312800790,"השתת' בקייטנה-מש""מ ",0,0,0,0,0,,,,,,,
1313200420,"השתת' הורים הזנה יוח""א ",100,100,72,28,28,,,,,,,
1313200740,השתת' מפעל הפיס-יסודי א ,0,0,0,0,0,,,,,,,
1313201420,השתת' הורים הזנת יוחא-אלע ,80,80,49,31,38,,,,,,,
1313202420,"השתת' הורים הזנה יוח""א ",0,0,0,0,0,,,,,,,
1313203420,"השתת' הורים-הזנת יוח""א ",0,0,0,0,0,,,,,,,
1313203740,השתת' מ.פיס ציוד ורהוט ,0,0,0,0,0,,,,,,,
1313204420,"השתת' הורים הזנת יוח""א-אנ ",0,0,9,-9,0,,,,,,,
1313204740,השתת' מפעל הפיס ,0,0,0,0,0,,,,,,,
1313205420,השתת' הורים הזנה ,20,20,8,12,60,,,,,,,
1313205740,השתת' מ.פיס ציוד ורהוט-אלזהר,0,0,0,0,0,,,,,,,
1313300730,השתת' מוסד לביטוח לאומי ,900,900,692,208,23,,,,,,,
1313300740,השתת' מפעל הפיס-ח.מיוחד ,0,0,0,0,0,,,,,,,
1313302730,השתת' המוסד לביטוח לאומי-אוט,0,0,0,0,0,,,,,,,
1313800420,הכנסות מקייטנות ,0,0,0,0,0,,,,,,,
1314000740,השתת' מפעל הפיס-אלסלאם ,0,0,0,0,0,,,,,,,
1315204740,השתת' מפעל הפיס ,0,0,60,-60,0,,,,,,,
1315209740,השתת' מפעל הפיס ,0,0,0,0,0,,,,,,,
1315210740,השתת' מ.הפיס ציוד ורהוט ,0,0,0,0,0,,,,,,,
1317600420,השת' הורים רווחה חינוכית ,0,0,0,0,0,,,,,,,
1317901740,השתת' מפעל הפיס ,0,0,0,0,0,,,,,,,
 ," סה""כ עצמיות חינוך ",1340,1340,1097,243,18,,,,,,,
