1111000100,ארנונה כללית,"-854,748,000","-823,403,000","-31,345,000","-705,590,359"
1599200692,"הכנסות מדיבידנדממני""ב","-30,000,000","-25,000,000","-5,000,000",0
1599200691,עודף משנים קודמות,"-41,000,000","-41,354,000","354,000","-38,620,000"
1594000694,החז מקרן פנסיה תקציבית,"-1,000,000","-3,000,000","2,000,000",0
1594000693,קנסות בטיחות בעבודה,"-100,000","-200,000","100,000","-28,060"
1594000692,הכנ' מהחזרים מתאונות עובדים,"-80,000","-30,000","-50,000","-72,536"
1594000691,"מימון פנסיה מני""ב",0,"-6,400,000","6,400,000","-5,744,025"
1594000690,הכנסות מקנסות קבלנים,"-150,000","-300,000","150,000","-773,012"
1591900590,הכנסות מקרנות פיתוח,"-48,050,000","-46,039,000","-2,011,000","-42,000,000"
1513000510,החזר הוצאות משנים קודמות,"-600,000","-700,000","100,000","-2,999,673"
1511000662,הכנסות מדיבידנד,0,0,0,"-43,028"
1511000661,ריבית מבנקים,"-25,000,000","-25,000,000",0,"-30,608,471"
1511000660,ריבית משונים,"-45,000","-40,000","-5,000","-50,684"
1481000690,"הכנסות ניקוז מני""ב","-250,000","-400,000","150,000",0
1481000665,"ריבית ממני""ב","-2,410,000","-2,350,000","-60,000","-3,060,848"
1481000663,"דמי ניהול ממני""ב","-720,000","-720,000",0,"-720,000"
1433000640,שכר דירה משונים,"-22,200,000","-21,300,000","-900,000","-24,417,100"
1379000990,י. לאיכות הסביבה -ממשלה,"-353,000","-857,000","504,000","-1,327,828"
1369000950,"מט""י_משרד_קליטה","-748,000","-1,058,000","310,000","-843,949"
1369000420,תקבולים עולים,"-139,000","-187,000","48,000","-120,953"
1349110950,מוקד קליטה אתיופיה,"-1,085,000","-1,085,000",0,"-492,536"
1349000930,הכנס קליטת רווחה-מ.רווחה,"-3,000,000","-4,060,000","1,060,000","-3,252,249"
1349000420,הכנס מעולים רווחה,"-25,000","-25,000",0,"-2,956"
1348300930,התנדבות משרד הרווחה,"-100,000","-29,000","-71,000","-68,620"
1348200420,עבודה קהילתית,0,0,0,"-1,150"
1347400930,"מפת""ן השתת ממשלה","-180,000","-110,000","-70,000","-122,108"
1347300930,הכנ' סמים רווחה,"-363,000","-405,000","42,000","-414,977"
1347300791,שיקום האסיר,0,0,0,"-45,000"
1347300790,מטה מאבק בסמים,"-548,000","-548,000",0,"-538,641"
1347300420,מרכז לסמים,0,0,0,"-4,231"
1347110930,תקיפה מינית ממשלה,"-1,080,000","-1,080,000",0,"-1,144,515"
1347100930,השתת ממשלה למען הנוע,"-600,000","-580,000","-20,000","-454,207"
1347100920,"השתת' משה""ח לנוער","-50,000","-50,000",0,"-279,751"
1346800930,שיקום חרשים - ממשלה,"-650,000","-640,000","-10,000","-529,900"
1346700931,הסעות ולווי שיקום נכים,"-1,200,000","-1,470,000","270,000","-959,608"
1346700930,נכים בקהילה - השתת מ,"-2,022,000","-2,190,000","168,000","-1,644,809"
1346500930,נכים במוסד - ממשלה,"-8,175,000","-7,500,000","-675,000","-6,645,467"
1346500420,נכים במוסד - השתת קרובים,"-500,000","-500,000",0,"-572,150"
1346300930,שיקום העיוור ממשלה,"-550,000","-530,000","-20,000","-636,877"
1346300730,הכנסות מביטוח לאומי,"-50,000",,,
1345400930,"מע""ש ממשלה","-1,380,000","-1,455,000","75,000","-1,040,614"
1345400421,"שכר מע""ש-צ'יימס","-225,000","-225,000",0,0
1345400420,"מע""ש - השתת קרובים","-150,000","-100,000","-50,000","-257,832"
1345300930,שירותים תומכים למוגבלים,"-400,000","-260,000","-140,000","-367,340"
1345200930,מעון ורד חצב- ממשלה,"-3,129,000","-2,540,000","-589,000","-2,628,974"
1345200420,מעון ורד  קרובים,"-150,000","-200,000","50,000","-234,865"
1345100999,מותנה במוסדות,"-2,000,000",0,"-2,000,000",0
1345100930,מוגבלים במוסדות,"-27,572,000","-26,185,000","-1,387,000","-26,490,090"
1345100440,"מרכזי יום שיקומי/קופ""ח","-160,000","-265,000","105,000","-144,959"
1345100420,מוגבלים במוסד - קרובים,"-335,000","-335,000",0,"-524,380"
1344500930,מועדונים לזקנים,"-167,000","-155,000","-12,000","-222,000"
1344400930,שרותים לזקן השתתפות ממשלה,"-500,000","-500,000",0,"-777,920"
1344400420,שרותים לזקן השתת' קרובים,"-50,000","-50,000",0,"-64,219"
1344300930,קשישים במעונות ממשלה,"-4,876,000","-5,640,000","764,000","-5,578,732"
1344300420,קשישים במעונות - קרובים,"-1,100,000","-1,460,000","360,000","-1,454,336"
1343900999,הכנסות ממשלה - מותנה,"-455,000",,,
1343900931,השתת הממשלה לאומנה ומשפחת,"-1,130,000",0,"-1,130,000",0
1343900930,אחזקת ילדים במעונות-ממשלה,"-4,324,000","-4,900,000","576,000","-4,455,678"
1343900420,השתת קרובים מעונות,"-60,000","-60,000",0,"-56,652"
1343830999,מותנה ילדים בפנימיות,"-1,000,000",0,"-1,000,000",0
1343830930,אחזקת ילדים בפנימיה-ממשלה,"-11,260,000","-9,900,000","-1,360,000","-8,774,493"
1343830420,ילדים בפנימיות קרובים,"-235,000","-235,000",0,"-254,038"
1343820930,קהילה 2000,"-1,730,000","-2,020,000","290,000","-2,472,669"
1343820420,קהילה 2000,"-200,000","-200,000",0,"-253,987"
1343800420,עבר לסעיף 34383/420,0,0,0,"-2,947"
1343500930,ילדים במועדוניות ממשלה,"-1,600,000","-1,500,000","-100,000","-1,810,506"
1343500420,מועדוניות קרובים,"-150,000","-150,000",0,"-194,468"
