1008401000,הצפה מחשבים,0,0,0,0,0,0, -   , -   
1091000310,עזר פנסיונרים,"26,253,000","26,137,501.36",0,"26,137,501.36","115,498.64",99.56,"26,253,000","26,137,501"
1091000311,פנסיונרים מועצה דתית,"380,000","246,276.26",0,"246,276.26","133,723.74",64.8,"380,000","246,276"
1091000999,נגדי פנסיונרים,"-26,633,000","-26,383,777.62",0,"-26,383,777.62","-249,222.38",99.06,"-26,633,000","-26,383,778"
1092000450,תיקוני ריהוט,0,0,0,0,0,0, -   , -   
1092000470,ציוד משרדי,"289,913","267,072.95","15,232.37","282,305.32","7,607.68",97.37,"290,000","267,073"
1092000540,טלפונים,"2,269,000","1,966,617.51","1,740.88","1,968,358.39","300,641.61",86.75,"2,269,000","1,966,618"
1092000541,בולים,"900,000","1,090,903.45",0,"1,090,903.45","-190,903.45",121.21,"900,000","1,090,903"
1092000998,נגדי עזר משרד,"-3,459,000","-3,324,593.91",0,"-3,324,593.91","-134,406.09",96.11,"-3,459,000","-3,324,594"
1093000110,שכר,"1,040,000","1,062,520.35",0,"1,062,520.35","-22,520.35",102.16,"1,040,000","1,062,520"
1093000130,שעות נוספות,"5,000",61.9,0,61.9,"4,938.10",1.23,"5,000",62
1093000140,אחזקת רכב_עובדים,"70,000","48,804.66",0,"48,804.66","21,195.34",69.72,"70,000","48,805"
1093000210,שכר,0,"25,120.01",0,"25,120.01","-25,120.01",0, -   ,"25,120"
1093000420,אחזקת מחשב,"50,000","30,140.93","1,511.51","31,652.44","18,347.56",63.3,"50,000","30,141"
1093000520,אחזקת רכב פקידים,0,0,0,0,0,0, -   , -   
1093000540,הוצאות תקשורת,"58,000","3,065.99",730,"3,795.99","54,204.01",6.54,"58,000","3,066"
1093000750,עובדים קבלנים,"2,140,000","2,100,260.63",0,"2,100,260.63","39,739.37",98.14,"2,140,000","2,100,261"
1093000751,שרותי מחשוב ומיכון,"450,000","466,410.37",0,"466,410.37","-16,410.37",103.64,"450,000","466,410"
1093000752,תמיכה למחשבים,"242,000","304,752.24",0,"304,752.24","-62,752.24",125.93,"242,000","304,752"
1093000753,נקיון,"60,000","74,340.16",0,"74,340.16","-14,340.16",123.9,"60,000","74,340"
1093000780,הוצאות שונות,"4,000","1,106.50",708.7,"1,815.20","2,184.80",45.38,"4,000","1,107"
1093000930,רכישת ציוד מחשב,"35,000","27,795.38",500,"28,295.38","6,704.62",80.84,"35,000","27,795"
1093000998,נגדי מחשב,"-3,039,000","-3,007,872.20",0,"-3,007,872.20","-31,127.80",98.97,"-3,039,000","-3,007,872"
1093000999,נגדי שכר,"-1,115,000","-1,136,506.92",0,"-1,136,506.92","21,506.92",101.92,"-1,115,000","-1,136,507"
1096000110,שכר למנהל רכב,"1,380,000","1,241,141.64",0,"1,241,141.64","138,858.36",89.93,"1,380,000","1,241,142"
1096000130,שעות נוספות,"200,000","276,347.88",0,"276,347.88","-76,347.88",138.17,"200,000","276,348"
1096000140,אחזקת רכב עובדים,"92,000","80,233.05",0,"80,233.05","11,766.95",87.2,"92,000","80,233"
1096000141,גילום מס הכנסה,"151,000","160,000.00",0,"160,000.00","-9,000.00",105.96,"151,000","160,000"
1096000210,שכר,0,"88,032.96",0,"88,032.96","-88,032.96",0, -   ,"88,033"
1096000531,דלק,"1,630,000","1,328,220.93","3,708.68","1,331,929.61","298,070.39",81.71,"1,630,000","1,328,221"
1096000532,תיקונים,"660,000","694,124.83","2,199.00","696,323.83","-36,323.83",105.5,"660,000","694,125"
1096000533,הוצאות טסט ובטוח ותקנה 6,"160,000","251,086.20",0,"251,086.20","-91,086.20",156.92,"160,000","251,086"
1096000780,שונות,"15,000","22,035.71",0,"22,035.71","-7,035.71",146.9,"15,000","22,036"
1096000930,ליסינג,"2,500,000","2,368,552.30","8,182.40","2,376,734.70","123,265.30",95.06,"2,500,000","2,368,552"
1096000931,רכישת צוד יסודי,0,0,0,0,0,0, -   , -   
1096000998,נגדי רכב,"-4,965,000","-4,824,019.97",0,"-4,824,019.97","-140,980.03",97.16,"-4,965,000","-4,824,020"
1096000999,נגדי שכר,"-1,823,000","-1,685,755.53",0,"-1,685,755.53","-137,244.47",92.47,"-1,823,000","-1,685,756"
1098001110,שכר,0,0,0,0,0,0, -   , -   
1098001111,שכר אחזקה בית םפיר,"2,700,000","2,863,130.92",0,"2,863,130.92","-163,130.92",106.04,"2,700,000","2,863,131"
1098001130,שעות נוספות,0,0,0,0,0,0, -   , -   
1098001131,שעות נוספות,"250,000","339,663.65",0,"339,663.65","-89,663.65",135.86,"250,000","339,664"
1098001140,אחזקת רכב עובדים,0,0,0,0,0,0, -   , -   
1098001141,רכב,"151,000","141,541.07",0,"141,541.07","9,458.93",93.73,"151,000","141,541"
1098001210,משכורת ספיר,0,0,0,0,0,0, -   , -   
1098001211,בית ספיר זמניים,0,"67,904.86",0,"67,904.86","-67,904.86",0, -   ,"67,905"
1098001420,תיקונים עיריה,"290,000","289,619.90",0.2,"289,620.10",379.9,99.86,"290,000","289,620"
1098001430,חשמל בית ספיר,"650,000","811,523.24","1,522.20","813,045.44","-163,045.44",125.08,"650,000","811,523"
1098001431,חומרי ניקוי בית ספיר,"40,000","39,685.00",0,"39,685.00",315,99.21,"40,000","39,685"
1098001440,ביטוח,"17,000","18,192.70",0,"18,192.70","-1,192.70",107.01,"17,000","18,193"
1098001750,שמירה,"210,000","152,851.00","1,660.00","154,511.00","55,489.00",73.57,"210,000","152,851"
1098001751,נקיון קבלני,"448,000","363,509.13","2,500.00","366,009.13","81,990.87",81.69,"448,000","363,509"
1098001780,אחרות עיריה,"15,000","14,237.26",198.73,"14,435.99",564.01,96.23,"15,000","14,237"
1098001810,ישירות בית ספיר,"100,000","50,000.00",0,"50,000.00","50,000.00",50,"100,000","50,000"
1098001930,ציוד יסודי,"8,000","7,778.91",0,"7,778.91",221.09,97.23,"8,000","7,779"
1098001997,העברה ישירה,"-100,000","-50,000.00",0,"-50,000.00","-50,000.00",50,"-100,000","-50,000"
1098001998,נגדי בית ספיר,"-1,678,000","-1,697,397.14",0,"-1,697,397.14","19,397.14",101.15,"-1,678,000","-1,697,397"
1098001999,נגדי שכר,"-3,101,000","-3,412,240.50",0,"-3,412,240.50","311,240.50",110.03,"-3,101,000","-3,412,241"
1098003110,משכורת ושלב משולב,"1,305,000","1,288,923.86",0,"1,288,923.86","16,076.14",98.76,"1,305,000","1,288,924"
1098003130,שעות נוספות,"60,000","101,404.87",0,"101,404.87","-41,404.87",169,"60,000","101,405"
1098003140,אחזקת רכב עובדים,"67,000","64,397.61",0,"64,397.61","2,602.39",96.11,"67,000","64,398"
1098003210,שכר,"140,000","89,752.86",0,"89,752.86","50,247.14",64.1,"140,000","89,753"
1098003420,תחזוקת מבני עירייה,"2,300,230","2,211,489.96","2,194.10","2,213,684.06","86,545.94",96.23,"2,300,000","2,211,490"
1098003421,אחזקת חשמל,"200,000","195,945.46",249.21,"196,194.67","3,805.33",98.09,"200,000","195,945"
1098003422,ועדי בתים,"50,000","38,303.30",0,"38,303.30","11,696.70",76.6,"50,000","38,303"
1098003750,אחזקת מזגנים מרכזיים,"50,000","43,077.00",0,"43,077.00","6,923.00",86.15,"50,000","43,077"
1098003772,מים למוסדות,"2,600,000","2,422,314.10",0,"2,422,314.10","177,685.90",93.16,"2,600,000","2,422,314"
1098003930,רכישות מיוחדות,0,0,0,0,0,0, -   , -   
1098003998,נגדי אחזקה,"-5,200,000","-4,911,129.82",0,"-4,911,129.82","-288,870.18",94.44,"-5,200,000","-4,911,130"
1098003999,נגדי שכר,"-1,572,000","-1,544,479.20",0,"-1,544,479.20","-27,520.80",98.24,"-1,572,000","-1,544,479"
