1008401000,הצפה מחשבים,0,0,0,0,0,0,0
1091000310,עזר פנסיונרים,"17,686,256","13,154,581.95",0,"13,154,581.95","4,531,674.05",74.37,"26,540,000"
1091000311,פנסיונרים מועצה דתית,"199,920","121,114.11",0,"121,114.11","78,805.89",60.58,"300,000"
1091000999,נגדי פנסיונרים,"-17,886,176","-13,275,696.06",0,"-13,275,696.06","-4,610,479.94",74.22,"-26,840,000"
1092000450,תיקוני ריהוט,"3,336",0,0,0,"3,336.00",0,"5,000"
1092000470,ציוד משרדי,"225,000","160,812.95","63,988.99","224,801.94",198.06,99.91,"300,000"
1092000540,טלפונים,"1,432,760","918,004.93","84,240.00","1,002,244.93","430,515.07",69.95,"2,150,000"
1092000541,בולים,"566,440","589,001.92",0,"589,001.92","-22,561.92",103.98,"850,000"
1092000998,נגדי עזר משרד,"-2,202,456","-1,653,581.78",0,"-1,653,581.78","-548,874.22",75.07,"-3,305,000"
1093000110,שכר,"797,680","466,186.68",0,"466,186.68","331,493.32",58.44,"1,197,000"
1093000130,שעות נוספות,"3,336","3,358.87",0,"3,358.87",-22.87,100.68,"5,000"
1093000140,אחזקת רכב_עובדים,"59,976","37,608.72",0,"37,608.72","22,367.28",62.7,"90,000"
1093000210,שכר,0,0,0,0,0,0,0
1093000420,אחזקת מחשב,"33,320","30,113.00","6,284.00","36,397.00","-3,077.00",109.23,"50,000"
1093000520,אחזקת רכב פקידים,0,0,0,0,0,0,0
1093000540,הוצאות תקשורת,"29,320","11,045.55","18,696.00","29,741.55",-421.55,101.43,"44,000"
1093000750,עובדים קבלנים,"1,641,750","949,526.55","1,124,140.24","2,073,666.79","-431,916.79",126.3,"2,189,000"
1093000751,שרותי מחשוב ומיכון,"326,536","200,945.39","26,499.76","227,445.15","99,090.85",69.65,"490,000"
1093000752,תמיכה למחשבים,"189,928","136,559.19",702,"137,261.19","52,666.81",72.27,"285,000"
1093000753,נקיון,"64,640","31,610.21","65,389.79","97,000.00","-32,360.00",150.06,"97,000"
1093000780,הוצאות שונות,"2,664",0,0,0,"2,664.00",0,"4,000"
1093000930,רכישת ציוד מחשב,"22,500","9,706.29","8,063.84","17,770.13","4,729.87",78.97,"30,000"
1093000998,נגדי מחשב,"-2,125,152","-1,520,422.53",0,"-1,520,422.53","-604,729.47",71.54,"-3,189,000"
1093000999,נגדי שכר,"-860,992","-507,154.27",0,"-507,154.27","-353,837.73",58.9,"-1,292,000"
1096000110,שכר למנהל רכב,"942,288","674,324.04",0,"674,324.04","267,963.96",71.56,"1,414,000"
1096000130,שעות נוספות,"173,264","122,161.65",0,"122,161.65","51,102.35",70.5,"260,000"
1096000140,אחזקת רכב עובדים,"62,640","49,010.47",0,"49,010.47","13,629.53",78.24,"94,000"
1096000141,גילום מס הכנסה,"100,624","30,000.00",0,"30,000.00","70,624.00",29.81,"151,000"
1096000210,שכר,0,"37,982.59",0,"37,982.59","-37,982.59",0,0
