1111001100,ארנונה כללית ,623000,-638000000,-624750000,-602057800,,111001,100
1115001110,הנחת זכאים - מדינה ,623000,-113000000,-112000000,-106744600,,115001,110
1315111920,"השתתפות ממשלה שכ""ל על-יסו",815000,-69911000,-66977000,-64670000,,315111,920
1591909590,החזר פרעון מלוות פיתוח ,990000,-58988000,-52376000,-65603100,,591909,590
1312305920,"השתתפות משה""ח גני רשות ",812300,-46431000,-47098000,-41393200,,312305,920
1345105930,סידור מפגרים במוסדות ,845000,-24000000,-25125000,-24068700,,345105,930
1591908590,העב' מק.פיתוח ומכירת נכסי,990000,-23500000,-20000000,-20000000,,591908,590
1312306920,גננות ע.מדינה-חובה מ.חינו,812300,-21826000,-19573000,-17946700,,312306,920
1343804930,אחזקת ילדים בפנימיות ,843000,-16800000,-16800000,-16849800,,343804,930
1312204920,"השת' משה""ח סייעות גני חוב",812200,-15903000,-15360000,-14016600,,312204,920
1313220920,"בי""ס ניהול עצמי א'-ו' ",813200,-15564000,-14835000,-13922400,,313220,920
1233101220,רשיונות בניה - אגרה ,731000,-13000000,-15000000,-18999100,,233101,220
1315501920,"השתתפ' משרד החינוך-שכל""מ ",815500,-11342000,-11615000,-14021600,,315501,920
1273002662,מי נתניה-דיבידנד ,773000,-10000000,-20000000,-10000000,,273002,662
1443001690,דוחות חניה ,781943,-9700000,-9700000,-8509000,,443001,690
1314102920,סל לחטיבות ביניים ,814000,-9330000,-9286000,-9186100,,314102,920
1312204921,"השת משה""ח סייעת שניה ",812200,-9281000,-3375000,0,,312204,921
1443201690,חניה סלולארית ואלקטרונית ,781943,-8700000,-7200000,-6293900,,443201,690
1313303920,סייעות חוק שילוב ,813200,-8502000,-7111000,-5951300,,313303,920
1443004691,דוחות חניה חלוטים ,623000,-8200000,-9000000,-8749600,,443004,691
1341001930,שכר עובד לשכות ,841000,-7900000,-7900000,-5567700,,341001,930
1280009220,היטל שמירה תושבים ,781000,-7500000,-7825000,-1131100,,280009,220
1344304930,אחזקת זקנים במעונות ,844000,-7350000,-7200000,-7038900,,344304,930
1317811920,השת' מממשלה ליווי הסעות ,817800,-6987000,-6109000,-3700100,,317811,920
1317810920,השת' ממשלה ח.מיוחד ,817800,-6873000,-6601000,-1604400,,317810,920
1346506930,אחזקת נכים בפנימיות ,846000,-6750000,-6780000,-6348400,,346506,930
1317307920,השתתפות ממשלה ,817300,-6232000,-5624000,-5515200,,317307,920
1343805930,ילדים במעונות יום ,843000,-6150000,-5700000,-5127500,,343805,930
1313301920,מ. החינוך סייעות כיתתיות ,813300,-5833000,-5380000,-5359200,,313301,920
1122005290,שלטים ,933000,-5700000,-6500000,-6841700,,122005,290
1345405930,"מעשי""ם ",845000,-4800000,-4800000,-4921700,,345405,930
1280008290,קנסות שיטור עירוני ,781000,-4500000,-3570000,-3204700,,280008,290
1315111922,קרן השתלמות ,815000,-4418000,-3405000,-3633700,,315111,922
1345108930,אחזקת אוטיסטים במסגרת ,845000,-4350000,-4470000,-4414400,,345108,930
1317102994,השתת' משטרת ישראל ,817100,-4300000,-3990000,-3742000,,317102,994
1349009930,ילדים בפנימיות עולים ,849000,-4200000,-4350000,-4347500,,349009,930
1124411690,הכנסות מפרסום רחוב ,933000,-4000000,-4300000,-2169800,,124411,690
1345107930,מפגרי במוסדות ממש' ,845000,-3900000,-4200000,-4161300,,345107,930
1312305410,"תל""ן גני רשות ",812300,-3870000,-3730000,-4606400,,312305,410
1344001930,שכר שירותים לזקן בקהילה ,844000,-3560000,-3560000,-3557500,,344001,930
1443004690,אגרת מדחנים ,781943,-3369000,-3000000,-2914300,,443004,690
1329317410,הכנסות מהפעלת איצטדיון ,829000,-3200000,-3033000,-1167800,,329317,410
1315111921,הבראה וביגוד ,815000,-2967000,-2845000,-2794200,,315111,921
1313308920,סייעות רפואיות לתלמידים נ,813300,-2928000,-1623000,-1059100,,313308,920
1282001290,"קנסות ביהמ""ש ",781782,-2900000,-2400000,-2108600,,282001,290
1369001950,השתתפות משרד הקליטה ,869000,-2850000,-2850000,-1923800,,369001,950
1322104690,"שכ""ד רעיוני משימוש במבנים",822100,-2700000,-2700000,-2982600,,322104,690
1313204411,השת הורים קרן קרב ,811000,-2685000,-2434000,-2553100,,313204,411
