1111001100,ארנונה כללית ,"623,000","-638,000,000","-624,750,000","-602,057,800",,111001,100
1115001110,הנחת זכאים - מדינה ,"623,000","-113,000,000","-112,000,000","-106,744,600",,115001,110
1315111920,"השתתפות ממשלה שכ""ל על-יסו","815,000","-69,911,000","-66,977,000","-64,670,000",,315111,920
1591909590,החזר פרעון מלוות פיתוח ,"990,000","-58,988,000","-52,376,000","-65,603,100",,591909,590
1312305920,"השתתפות משה""ח גני רשות ","812,300","-46,431,000","-47,098,000","-41,393,200",,312305,920
1345105930,סידור מפגרים במוסדות ,"845,000","-24,000,000","-25,125,000","-24,068,700",,345105,930
1591908590,העב' מק.פיתוח ומכירת נכסי,"990,000","-23,500,000","-20,000,000","-20,000,000",,591908,590
1312306920,גננות ע.מדינה-חובה מ.חינו,"812,300","-21,826,000","-19,573,000","-17,946,700",,312306,920
1343804930,אחזקת ילדים בפנימיות ,"843,000","-16,800,000","-16,800,000","-16,849,800",,343804,930
1312204920,"השת' משה""ח סייעות גני חוב","812,200","-15,903,000","-15,360,000","-14,016,600",,312204,920
1313220920,"בי""ס ניהול עצמי א'-ו' ","813,200","-15,564,000","-14,835,000","-13,922,400",,313220,920
1233101220,רשיונות בניה - אגרה ,"731,000","-13,000,000","-15,000,000","-18,999,100",,233101,220
1315501920,"השתתפ' משרד החינוך-שכל""מ ","815,500","-11,342,000","-11,615,000","-14,021,600",,315501,920
1273002662,מי נתניה-דיבידנד ,"773,000","-10,000,000","-20,000,000","-10,000,000",,273002,662
1443001690,דוחות חניה ,"781,943","-9,700,000","-9,700,000","-8,509,000",,443001,690
1314102920,סל לחטיבות ביניים ,"814,000","-9,330,000","-9,286,000","-9,186,100",,314102,920
1312204921,"השת משה""ח סייעת שניה ","812,200","-9,281,000","-3,375,000",0,,312204,921
1443201690,חניה סלולארית ואלקטרונית ,"781,943","-8,700,000","-7,200,000","-6,293,900",,443201,690
1313303920,סייעות חוק שילוב ,"813,200","-8,502,000","-7,111,000","-5,951,300",,313303,920
1443004691,דוחות חניה חלוטים ,"623,000","-8,200,000","-9,000,000","-8,749,600",,443004,691
1341001930,שכר עובד לשכות ,"841,000","-7,900,000","-7,900,000","-5,567,700",,341001,930
1280009220,היטל שמירה תושבים ,"781,000","-7,500,000","-7,825,000","-1,131,100",,280009,220
1344304930,אחזקת זקנים במעונות ,"844,000","-7,350,000","-7,200,000","-7,038,900",,344304,930
1317811920,השת' מממשלה ליווי הסעות ,"817,800","-6,987,000","-6,109,000","-3,700,100",,317811,920
1317810920,השת' ממשלה ח.מיוחד ,"817,800","-6,873,000","-6,601,000","-1,604,400",,317810,920
1346506930,אחזקת נכים בפנימיות ,"846,000","-6,750,000","-6,780,000","-6,348,400",,346506,930
1317307920,השתתפות ממשלה ,"817,300","-6,232,000","-5,624,000","-5,515,200",,317307,920
1343805930,ילדים במעונות יום ,"843,000","-6,150,000","-5,700,000","-5,127,500",,343805,930
1313301920,מ. החינוך סייעות כיתתיות ,"813,300","-5,833,000","-5,380,000","-5,359,200",,313301,920
1122005290,שלטים ,"933,000","-5,700,000","-6,500,000","-6,841,700",,122005,290
1345405930,"מעשי""ם ","845,000","-4,800,000","-4,800,000","-4,921,700",,345405,930
1280008290,קנסות שיטור עירוני ,"781,000","-4,500,000","-3,570,000","-3,204,700",,280008,290
1315111922,קרן השתלמות ,"815,000","-4,418,000","-3,405,000","-3,633,700",,315111,922
1345108930,אחזקת אוטיסטים במסגרת ,"845,000","-4,350,000","-4,470,000","-4,414,400",,345108,930
1317102994,השתת' משטרת ישראל ,"817,100","-4,300,000","-3,990,000","-3,742,000",,317102,994
1349009930,ילדים בפנימיות עולים ,"849,000","-4,200,000","-4,350,000","-4,347,500",,349009,930
1124411690,הכנסות מפרסום רחוב ,"933,000","-4,000,000","-4,300,000","-2,169,800",,124411,690
1345107930,מפגרי במוסדות ממש' ,"845,000","-3,900,000","-4,200,000","-4,161,300",,345107,930
1312305410,"תל""ן גני רשות ","812,300","-3,870,000","-3,730,000","-4,606,400",,312305,410
1344001930,שכר שירותים לזקן בקהילה ,"844,000","-3,560,000","-3,560,000","-3,557,500",,344001,930
1443004690,אגרת מדחנים ,"781,943","-3,369,000","-3,000,000","-2,914,300",,443004,690
