1111000110,ארנונה - גביה שוטפת ,72900,"-565,000,000.00"
1111000111,ארנונה - סקר שטחים ,72900,  -   
1111000113,הפרשי ארנונה חברות תשתית ,72900,"-8,000,000.00"
1111000114,מבצע ארנונה 2006/7 ,72900,  -   
1112000110,ארנונה - גביה מפיגורים ,72900,"-62,000,000.00"
1113000119,ארנונה- הנחות מימון ,72900,"-3,300,000.00"
1115000119,ארנונה- הנחות לזכאים ,72900,"-66,700,000.00"
1121000290,תעודות ואשורים ,72900,"-260,000.00"
1121000291,אישור תושבות ,72900,  -   
1121700690,הכנסות ממכירת מכרזים ,72500,"-160,000.00"
1123000290,אגרת בקשה למידע ,13100,"-1,000.00"
1123000292,אגרת הפקת מידע ,13100,  -   
1123110490,אגרות בית משפט ,72300,"-10,000.00"
1123110690,עמלת ישראכרט ,72300,"-140,000.00"
1123120220,אגרת פעולות אכיפה- שוטף ,72300,  -   
1123120221,אגרת פעולות אכיפה -פיגור ,72300,"-2,500,000.00"
1123120670,דמי זכיון ,72300,"-1,100,000.00"
1157000730,החזר ביטוח לאומי-מילואים ,72900,"-240,000.00"
1157000731,השתתפות ב.לאומי-תאונות ,72900,"-550,000.00"
1157000732,החזר ביטוח לאומי-פגיעות א,72900,  -   
1157000970,"החזר דמי מחלה-משהב""ט ",84100,  -   
1157100690,השתתפות עובדים ,82100,"-25,000.00"
1157100790,"השתתפות מפע""ם-אימון אישי ",82100,"-59,500.00"
1157500690,השתתפות עובדים ,82400,-100
1157600690,השתתפות עובדים ,82500,  -   
1157607691,השתתפות עובדים ,71100,  -   
1158000490,השתתפות עובדים-מעמד האישה,11400,  -   
1158000790,השתת.רשות פיתוח נגב בהכשר,11400,  -   
1160000662,הכנסות מריבית ודיבידנד ,72800,"-25,000.00"
1196000911,השתת.משרד הפנים-אימון איש,82100,  -   
1196000914,מענק שיפוי קופות גמל ,72900,"-120,000.00"
1196000916,מענק/שיפוי פנסיה צוברת ,72900,"-1,168,000.00"
1196100910,"השתתפות משה""פ בבחירות ",83400,"-850,000.00"
1211000490,"קנסות חוקי עזר-שפ""ע ",51100,  -   
1211000540,החזרי ביטוח ,51100,-100
1212300220,חובות אגרת פינוי אשפה ,52300,"-1,000,000.00"
1212300221,אגרת פינוי אשפ.ממפעלים ,52300,  -   
1212300491,אתר פסולת בניין ,52300,"-670,000.00"
1212300691,פינוי פסולת אלקטרוניקה ,52300,  -   
1212300692,פינוי פסולת טקסטיל ,52300,  -   
1213000490,קנסות חוקי עזר-גזרי דין ,21200,  -   
1213300290,אגרת רשיונות לעסקים ,21300,"-400,000.00"
1213310490,הכנסות שונות ,21100,"-4,500.00"
1213311490,קנסות חוקי עזר-גזרי דין ,21400,"-600,000.00"
1214200291,בדיקות משנה מזון טרי ,55300,"-200,000.00"
1214200490,דמי שירות בדיקות משנה ,55300,  -   
1214200495,דמי בדיקה בשר קפוא ,55300,"-270,000.00"
1214200496,דמי בדיקת דגים ,55300,"-250,000.00"
1214200497,דמי בדיקת עופות ,55300,"-280,000.00"
1214300220,אגרת הסגרת כלבים ,55200,"-225,750.00"
1214300221,אגרת חיסון ,55200,  -   
1214300222,אגרת חיסון ורשיון לכלבים ,55200,"-694,050.00"
1214300223,המתת כלבים בחסד ,55200,"-145,000.00"
1214300290,אגרת רשיונות לכלבים ,55200,  -   
1214300490,קנסות חוקי עזר ,55200,"-80,000.00"
1214300960,השתת.מ.חקלאות-חתולי רחוב ,55200,"-200,000.00"
1222100910,השתתפות משרד הפנים ,12500,"-42,646.00"
1222200490,דמי כניסה למטווח ,12400,"-580,000.00"
1222200690,מכירת תחמושת ,12400,"-180,000.00"
1226000912,מענק מ.הפנים-חירום ובטחון,12600,  -   
1226000913,רציפות תפקודית ,12600,  -   
1231000590,היטל השבחה למימון הנדסה ,31100,"-10,000,000.00"
1232000220,אגרת מידע תכנוני ,32100,-100
1233100290,אגרת רשיונות בניה ,33100,"-6,700,000.00"
1233100590,העברה מקרן עבודות פיתוח ,33100,"-500,000.00"
1233100610,מכירת תיקי בניה ,33100,"-4,000.00"
1233200490,גזרי דין פיקוח בניה ,32200,"-800,000.00"
1233400590,העברה מקרן עבודות פיתוח ,33200,"-1,000,000.00"
1233400910,רישוי זמין-רפורמה בתכנון ,33200,-100
1242000495,השתתפות מוסדות ,103000,  -   
1244000690,הכנסות מסימון ת.מוניות ,34200,-100
1244520790,"השתת.במימון מדריכות-זהב""י",49800,"-110,000.00"
1244520991,מענק מ.תחבורה-שיפוץ מגרש ,49800,  -   
1244520992,מימון פעילות בטיחות בדרכי,49800,"-450,000.00"
1246100790,"שיפוץ פארק רמון-קרן ב""ש ",56100,  -   
1249200790,ת.ממ.אוסטרליה-תחזוקת פארק,105000,  -   
1251000490,הכנ.עצמיות ליום העצמאות ,16200,-100
1252000490,הכנסות עצמיות-אירועים ,16100,-100
1252000790,השתת.רשות פ.נגב באירועים ,16100,-100
1261000490,הכנסות-מוקד ,13400,"-30,000.00"
1261000491,עמלה מהתאגיד-שירותי מוקד ,13400,"-276,000.00"
1267000540,החזרי ביטוח ,72600,  -   
1269000490,כרטיס תושב ,90110,"-10,000.00"
1269000491,כרטיס תושב-מכירת איזיפארק,90110,-100
1269100690,ציוד אוטומציה ,13500,  -   
1271000490,הכנסות שונות ,17100,  -   
1271000491,הכנסות מיוחדות ,17100,  -   
1271000610,מכירת מפות ,17100,  -   
