1111000100,ארנונה כללית,"82,795,000.00","87,648,708.84"
1111200100,ארנונה פיגורים,"11,000,000.00","10,654,158.45"
1113000100,הנחות ארנונה מראש,"800,000.00","928,769.27"
1116000100,הנחות ארנונה,"21,000,000.00","21,861,263.64"
1121000220,"אישורים- טאבו, אגרת מידע","40,000.00","39,980.30"
1122000220,הכנסות משלטים,"1,000,000.00","1,091,056.81"
1124000220,אגרות אכיפה- החזרים מתושבים,"700,000.00","632,387.87"
1124000221,"שכ""ט - החזרים מתושבים","24,000.00","40,914.88"
1124100220,מודעות על לוחות,"24,000.00","14,633.00"
1160000660,הכנסות מימון מספקים,"180,000.00","151,525.28"
1192000910,מענקים חד פעמיים מ.הפנים,"900,000.00","980,766.00"
1195000910,"מענקים - מפע""מ מצ'ינג",,"125,528.00"
1212300220,הכנסות מכלי אשפה,"1,055,000.00","1,084,510.97"
1213000220,רשיונות עסק,"70,000.00","54,163.50"
1214200290,וטרינרי בשר ודגים הכנסות,"250,000.00","319,740.70"
1214201290,וטרינרי עופות הכנסות,"155,000.00","215,127.30"
1214202290,וטרינרי חיסונים הכנסות,"330,000.00","409,002.75"
1214203290,וטרינרי השתת' עיריות,"894,912.00","1,236,364.00"
1214204290,וטרינרי קנסות הכנסות,"50,000.00","40,719.50"
1214205290,וטרינרי תעודות הכנסות,,261
1222100910,משמר אזרחי השת.הממשלה,"10,000.00","11,770.00"
1225000220,שמירה - חוק עזר,"1,100,000.00","1,360,781.34"
1226200910,"מל""ח הכנסות ממשלה",,"60,307.66"
1233100490,אגרות בניה,"2,248,585.00","1,498,161.80"
1242000800,דרכים ומדרכות בעלים,"935,922.00","1,408,568.50"
1244000990,בטיחות בדרכים השתת' ממשלה,"100,000.00","71,494.00"
1245000800,אגרות תיעול קרקע,"621,617.00","621,617.00"
1247000290,בריכת שחיה יגור,"585,000.00","661,493.00"
1247001290,מזנון בריכת יגור,"200,000.00","205,567.70"
1247300290,בריכת אפק מנויים וכרטיסים,"3,700,000.00","3,332,740.70"
1247300650,בריכת אפק-דמי שימוש,"290,000.00","290,000.00"
1247300730,מתקני כושר נגישים -ביטוח לאומי,,"97,761.00"
1247301290,מזנון בריכת אפק,"520,000.00","492,093.40"
1248000730,ש.ק.בטוח לאומי,"1,500,000.00","1,623,093.00"
1248000800,חברה קדישא- העברה מקרן,"930,000.00","923,080.00"
1248001290,חברה קדישא - אגרת ש.קבורה,"55,000.00","67,925.44"
1251000290,יום עצמאות,"25,000.00","41,750.00"
1266000490,רווחת העובד - הכנסות,,"12,368.00"
1269000662,הכנסות ריבית ודיבידנד,"115,000.00","373,493.98"
1269001662,תשלום עבור הוצא שיקים,,
1269001690,החזר בטוחים,,"387,846.00"
1269002690,הכנסות מכרזים,"90,000.00","47,750.00"
1269004690,הכנסות שונות,"50,000.00","328,080.81"
1269005690,אגרות בית משפט- החזרים מתושבים 1,"100,000.00","108,392.71"
1281000290,שוק עירוני - הכנסות,"78,000.00","176,003.00"
1281000291,פיקוח-קנסות כלבים,"5,000.00","8,590.00"
1282000640,פיקוח-קנסות חניה,"2,400,000.00","1,628,241.41"
1282000690,בית משפט מקומי קריות,"650,000.00","640,829.49"
1312200410,גני ילדים ביטוח תלמידים,"9,000.00","7,548.06"
1312200920,גני חובה עוזרות גננות מ' החינוך,"1,540,000.00","1,807,703.62"
1312200921,חומרים הורים גני ילד,"20,000.00","6,063.20"
1312200922,גני ט. חובה- גננות מ' החינוך,"2,186,680.00","2,061,764.66"
1312300410,גני ילדים טרום חובה עצמיות,"2,400,000.00","2,913,674.12"
1312300420,"גנ""י טרום חובה ביטוח",,
1312300920,גני טרום חובה השת' מ.חינוך,"306,000.00","716,744.71"
1312300921,גנים חינוך מיוחד,"18,860.00","30,903.00"
1312400490,גיל הרך צור שלום,,"6,069.41"
1312400930,"גיל הרך צו""ש השתת' ממשלה",,
1312402490,גיל הרך פרפר,,"5,743.13"
1312402700,"פרפר - השתת' מתנ""ס ביאליק","557,624.00","606,593.00"
1312402931,גיל הרך פרפר מ.רווחה,,"32,700.00"
1312800420,"קייטנות גנ""י הכנסות","93,000.00","57,662.00"
1313200410,"בתי""ס - הכנסות עצמיות",,47.37
1313200430,"בתי""ס א.תלמידי חוץ","80,000.00","93,149.00"
1313200440,השאלת ספרים השתת' הורים,"30,000.00","50,000.00"
1313200490,"בתי""ס ביטוח תלמידים","75,650.00","90,692.63"
1313200730,מ.ליקויי ראיה השתת' בל',,"26,401.00"
1313200920,"בת""יס השתת' שרתים","1,554,000.00","1,578,267.16"
1313200921,"בתי""ס - מרכיבי בטחון מצי'נג מ.חינוך","125,000.00","66,968.50"
1313200922,"בתי""ס - מרפאת שיניים מ.חינוך","73,000.00","56,083.00"
1313201920,"בתי""ס יסוד. השתת' מזכירים","474,500.00","506,920.89"
1313201921,"בתי""ס הכנסות מיוחדות  מ.החינוך",,
1313202920,אגרת שכפול יסודי,"40,000.00","39,737.50"
1313203920,סל תלמיד עולה,"32,600.00","67,475.83"
1313204430,PDD תלמידי חוץ קדימה,"290,795.00","268,146.00"
1313204730,"PDD הכנסות ב""ל","54,000.00","19,943.00"
1313204920,"חומרים הורים-בתי""ס","71,220.00","89,410.20"
1313204921,"PDD הזנת יוח""א","65,000.00","60,788.00"
1313204922,PDD הוצ' נלוות,"36,000.00","38,125.00"
1313204923,PDD העשרה,"19,000.00","17,437.00"
1313204925,PDD שכר,"710,000.00","761,229.12"
1313300490,"פנימיות יום הכנסות מיל""ת","5,000.00","4,625.00"
1313300491,פנימיות יום השתת' הורים עירייה,,475
1313302490,תבור וחרמון-השתת' הורים,"26,000.00","22,100.00"
1313302920,מועדוניות משותפות מ. חינוך,"217,000.00","230,459.83"
1313302930,מועדוניות משותפות מ. רווחה,"127,000.00","196,989.00"
1313400920,השתת.הממשלה יוזמות,"42,000.00","74,122.00"
1313600490,הכנסות עצמיות- סייעות,"40,000.00","7,505.68"
1313600920,חינוך מיוחד השתת' ממשלה,"1,190,000.00","1,218,548.70"
1313600921,חינוך מיוחד-חוק שילוב סיי,"450,000.00","618,151.56"
1314000700,"חט""ב/אורט השתתפות","33,895,337.00","33,895,336.75"
1316800440,מלגות- השתת' מוסדות,"40,000.00","40,000.00"
1317100490,שמירה במוסדות חנוך,"470,000.00","464,323.97"
1317100920,"קב""ט שמירה ובטחון מוסדות ח","80,000.00","87,343.72"
1317200920,שגרירים מפתח הלב,"3,200.00","22,930.00"
1317300490,"שפ""י - הכנסות עצמיות הורים","25,000.00","36,284.00"
1317300491,"שפ""י - הכנסות מאבחונים","11,000.00","9,300.00"
1317300920,פסיכולוגי השת.הממשלה,"947,000.00","1,043,057.74"
1317300921,"שפ""י הדרכות ואבחונים","60,000.00","53,070.94"
1317500920,רווחה חינוכית השתת' ממשלה,"280,000.00","303,556.00"
1317600920,טיפול בפרט,"7,800.00","4,542.00"
1317602490,(לא פעיל) שיקום שכונות,,
1317700920,"קב""סים - השתת' מ.החינוך","260,000.00","302,581.16"
1317800490,החזר נסיעות תלמידים,,"21,375.00"
1317800920,הסעות ילדים השתת' מ.חינוך,"1,300,000.00","1,365,084.81"
1317900920,"שיפוצים בתי""ס - השתת' מ.חינוך","177,000.00","173,511.00"
1322000420,ריקודי עם אפק,,"7,500.00"
1322000640,בית חן הכנסות שכירות,"140,000.00","117,338.00"
1322000920,תרבות - השתת' ממשלה,,"36,000.00"
1322002420,בית חן- לא פעיל,,
1322003420,צעירי ביאליק הכנסות הורים,"52,000.00","50,958.00"
1322003990,צעירי ביאליק השתת' ממשלה,,"25,000.00"
1322005420,סל תרבות,"220,000.00","212,099.00"
1322007420,פסטיבל ביאליק,,"33,654.00"
1322016420,שבת אומנים,,
1322017420,מעמד האישה - הכנסות,"15,000.00","16,880.00"
1322018420,גימלאים,"5,000.00","7,530.00"
1322020900,להקה אתיופית השתת' מ,,"124,049.65"
1323000420,ספריה עירונית הכנסות,,"27,672.00"
1323000490,ספריה-הכנ' ממכירת ספרים,"1,000.00",630
1324000420,מרכז קהיל צור שלום הכנסות,"200,000.00","60,766.50"
1324000700,"מתנ""ס צו""ש - השתת' רשת המתנסי""ם",,"13,229.00"
1324000950,השת.הממשלה במ.קהיל.צ,,
1324001420,מועדון דן הכנסות,"150,000.00","1,620.00"
1324001700,"מועדון דן - השתת' רשת המתנסי""ם",,"52,790.00"
1324002420,מועדון עופרים הכנסות,,
1324003420,"חוגים בה""ס ביאליק","20,000.00","6,940.00"
1324004420,צהרונים הכנסות,"1,450,000.00","958,788.72"
1324004710,"צהרונים - השתת' מתנ""ס ביאליק",,"430,203.00"
1324004990,"הכנסות ממשרד התמ""ת צהרונים","50,000.00",
1324005420,מועדון ברנר הכנסות,"6,000.00","8,100.00"
1324009420,מועדון גאולים הכנסות,"7,000.00","8,480.00"
1326400420,בית כץ פעולות תרבות,"290,000.00","154,542.64"
1326406420,אשכול פיס הכנסות,"205,000.00","28,450.00"
1326406700,אשכול פיס - השתת' רשת המתנסים,,"47,091.00"
1326406920,אשכול פיס השתת' מ.חינוך,"340,000.00","111,538.00"
1326406990,אשכול פיס משרד המדע,,"240,000.00"
1326408420,רב תכליתי-הכנסות מפעולות,"110,000.00",
1326408430,רב תכליתי - השתת' אורט,,"120,000.00"
1326408700,"רב תכליתי השתת' רשת המתנסי""ם",,"78,500.00"
1326408900,רב תכליתי - הכנסות ממשלה,,
1327000420,תרבות תורנית הכנסות עצמיות,"11,000.00",
1327000920,תרבות תורנית - משרד החינוך,"20,000.00","70,135.00"
1328200490,קידום נוער הכנסות,,
1328200920,קידום נוער -  משרד החינוך,"50,000.00","228,815.00"
1329200650,מגרשי ספורט-דמי שימוש,"342,140.00","342,140.00"
1329300420,"אולמות ספורט- הכנסות משכ""ד",,"31,550.00"
1329300421,אולמות ספורט - פינג פונג,,"6,240.00"
1329300650,אולמות ספורט-דמי שימוש,"347,814.00","347,814.00"
1329300960,ספורט השתת' משרד המדע,"70,000.00","72,917.00"
1329302420,צעדה ומירוץ - הכנסות,"10,000.00","36,574.00"
1329303420,טורנירים בספורט,"150,000.00",
1329303920,יוזמות ספורט- מצ'ינג,,"20,000.00"
1329909420,הכנסות ערוני התעמלות,,255
1341000930,שכר עובדי לשכת הרווחה,"2,100,000.00","2,505,432.00"
1342200690,צרכים מיוחדים,,"2,250.00"
1342200930,צרכים מיוחדים השת.הממשלה,"315,000.00","316,170.00"
1342400490,מרכזי טיפול במשפחה-השתת',"16,000.00","22,625.00"
1342400930,מרכזי טיפול משפחה,"127,600.00","256,782.00"
1342401930,תחנה לטיפול במשפחה,"25,500.00","37,744.00"
1343500490,סיגליות וקדימה השתת' הורים,"22,000.00","17,101.00"
