1111100100,גביה שוטפת-מגורים ,"225,000,000.00"
1111200100,גבית פיגורים-מגורים ,"9,805,000.00"
1111300100,גביה שוטפת -לא למגורים ,"395,000,000.00"
1111400100,גבית פיגורים-לא למגורים ,"45,200,000.00"
1113000100,הנחות מימון)ארנונה מראש ו,"3,700,000.00"
1113001100,הכנסות מעמלות מתשלום בכ.א,"20,000.00"
1115000100,הנחות לזכאים ,"70,000,000.00"
1116000100,הנחות ועדה בגין מצב חומרי,"15,500,000.00"
1117000100,הנחות ועדה אחרות ,"30,000.00"
1120000290,אכיפה /טיפול משפטי ,"3,000,000.00"
1121000290,תעודות ואישורים ,"180,000.00"
1122000290,אגרת רשיונות לשלטים ,"6,740,000.00"
1129001290,אגרת שמירה ,"11,500,000.00"
1130000800,הטלים ,"71,375,700.00"
1160000661,הכנסות מימון ,"7,500,000.00"
1160001661,"הכנסות מימון- חפ""א ","2,359,000.00"
1212300620,מכירת ציוד יסודי - אשפה ,"20,000.00"
1212300650,מכרז-פינוי מכלי מחזור טקס,"89,200.00"
1212300651,חוק האריזות ,"1,000,000.00"
1212300652,"תאגיד אל""ה ",0
1212300670,פינוי נייר ובקבוקי פלסטיק,"277,000.00"
1213300290,פיקוח על עסקים ומוסדות ,"300,000.00"
1214200290,פיקוח וטרינרי ,"550,000.00"
1214200292,הסגר כלבים בכלבייה ,"10,000.00"
1214200690,השתתפות שכר ווטרינר-בדיקו,"233,000.00"
1214200910,בדיקות בשר עופות ודגים ,"415,000.00"
1214200911,"ב/בשר,דגים-עצמיות ","150,000.00"
1214200960,סירוס חתולים - מ.החקלאות ,"200,000.00"
1222000910,החזר משא'ז ,"25,000.00"
1232000220,אגרות תיכנון עיר ,"160,000.00"
1233100290,אגרת רשיונות בניה ,"10,500,000.00"
1233300290,תיקון מבנים מסוכנים ,"300,000.00"
1241000290,שילוט-תמלוגים ,"3,325,000.00"
1241000640,"הכנסות משצפי""ם ","2,000,000.00"
1242000410,דמי שימוש במדרכה ,"1,800,000.00"
1249000490,קנסות מפיקוח - איכות הסבי,"60,000.00"
1249000990,מ.איכות סביבה - כנסים ו א,"240,000.00"
1249000991,קולות קוראים איכות סביבה ,"75,000.00"
1261000290,שרותי מוקד לתאגיד יובלים ,"300,000.00"
1262000261,שירותי מוקד עירוני ,"20,000.00"
1262000420,מידע לציבור ,"2,000.00"
1264000610,תרבות הדיור ,"7,700.00"
1269000510,זיכויים - חב' לאוטומציה ,"212,000.00"
1269000610,מכירת טפסי מיכרזים ,"350,000.00"
1269000690,הכנ' שכר כוננים במשכן ,"51,000.00"
1269003490,מועצת נשים ,"31,000.00"
1274700990,מ.איכות הסביבה-נקיון חופי,"54,600.00"
1274700991,הכנסות א.הסביבה טיפול בזי,0
1281000290,פיקוח על חו'ע ,"150,000.00"
1281000291,קנסות בימ'ש ,"4,500,000.00"
1281001290,פיקוח על החניה ,"6,800,000.00"
1281001291,מדחני צג ,"1,600,000.00"
1281001292,מדחני כרטיס ,"1,500,000.00"
1281001293,הכנסות בגין קיזוז מקבלן-ח,"1,200,000.00"
1281001295,איזי פארק ,"39,000.00"
1281001296,הכנסה בגין אכיפה מנהלית ,"6,500,000.00"
1281001297,"באמצעות טלפון סלולרי ""פאנ","230,000.00"
1281001298," באמצעות טלפון סלולרי""סלו","41,000.00"
1311000920,תקשוב לאומי ,0
1312100420,סל תרבות ,"5,600,000.00"
1312100421,פעילות גנים מדעיים ,"120,000.00"
1312100924,"תכנית שמיד גנ""י ","342,000.00"
1312200920,גיל חובה-שיפוצים ,"88,000.00"
1312200921,גיל חובה/חומרים ,"110,000.00"
1312200922,גיל חובה/שכר סייעות ,"12,900,000.00"
1312300420,ט.חובה/תשלומי הורים ,0
1312300920,גנ'י/ילדי סטיה והשלמ'מ ,"32,000,000.00"
1312500420,צהרונים /יול'ה ,"20,600,000.00"
1312500421,גני מועד'וצהר'/דמי רישום ,"440,000.00"
1312501420,פנימיות יום-גנ'י ,"95,000.00"
1312501920,פנמיות יום -גנ'י ,"80,000.00"
1313200920,שרתים/מזכירים/סייעות ,"31,000,000.00"
1313200924,תכנית שמיד חינוך יסודי ,"612,000.00"
1313201420,פנימיות יום-הורים ,"360,000.00"
1313202420,קרב-תשלומי ההורים ,"3,100,000.00"
1313204920,ניהול עצמי ,"3,300,000.00"
