1000000000,הכנסות ארנונה,,,
1111000100,ארנונה מגורים שוטף ," 103,988,000 "," 106,650,000 "," 101,231,527 "
1111000101,ארנונה מגורים פגורים ," 5,840,000 "," 4,950,000 "," 5,417,519 "
1111000102,ארנונה עסקים שוטף ," 67,714,500 "," 66,724,000 "," 62,162,919 "
1111000103,ארנונה עסקים פגורים ," 6,600,000 "," 6,205,000 "," 6,574,710 "
1111000290,ערר מדידות ," 1,000 "," 1,000 "," 1,000 "
1111000291,הנחות למשלמי מיסים מראש," 500,000 ", -   , -   
1116000100,שחרורים והנחות ," 28,000,000 "," 27,000,000 "," 26,209,569 "
1121000220,תעודות ואישורים ," 80,000 "," 65,000 "," 80,438 "
1122000220,אגרות רשיונות לשלטים ," 4,500,000 "," 4,250,000 "," 3,905,839 "
1122000221,טיפול עורכי דין ," 100,000 "," 5,000 "," 92,744 "
1124000220,מודעות ופרסומים ," 30,000 "," 30,000 "," 8,018 "
1190000910,משרד הפנים בחירות ,, -   ," 221,110 "
1190000911,ממשלה הסכם שכר ," 250,000 ", -   ," 353,277 "
1210000000,הכנסות תברואה,,,
1212300490,הכנסות מפינוי ניר עתון ," 265,000 "," 264,000 "," 193,850 "
1212300491,הכנסות מתאגיד תמיר ," 450,000 "," 180,000 ", -   
1213000220,רשיונות למלאכה ותעשיה ," 300,000 "," 300,000 "," 148,214 "
1220000000,הכנסות שמירה ובטחון,,,
1222000970,השתתפות הממשלה ארוגני מתנ, -   , -   ," 8,820 "
1224000210,אגרת שרותי כבוי אש ," 50,000 "," 50,000 "," 207,308 "
1224000211,ארנונה מיוחדת לכבאות ," 100,000 "," 150,000 "," 727,743 "
1224000940,השתתפות ממשלה בכבוי , -   , -   ," 11,834 "
1230000000,הכנסות תכנון ובנין העיר,,,
1230000490,הכנסות בעד שרותים ," 70,000 "," 60,000 "," 70,230 "
1230000491,תכנון ובנין עיר ," 5,936,000 "," 6,489,000 "," 4,902,627 "
1230000492,הכנסות חופש מידע ," 2,000 "," 2,000 "," 1,018 "
1233100220,אגרת רשיונות בניה ," 11,101,000 "," 7,135,000 "," 6,493,555 "
1240000000,הכנסות נכסים ציבורים,,,
1244000490,פעילות זהירות בדרכים ," 30,000 "," 30,000 "," 25,600 "
1244000810,סימון מעטפה/תמרור ," 10,000 "," 10,000 "," 8,134 "
1252000000,הכנסות אירועים,,,
1252000491,ארועים ," 100,000 "," 100,000 "," 91,844 "
1260000000,הכנסות שרותים שונים,,,
1269000490,מכירת מכרזים ," 40,000 "," 40,000 "," 34,000 "
1269000492,הכנ מכ צלום גביה ," 1,000 "," 1,000 ", 511 
1269000493,רכב פזומט החזר ," 200,000 "," 200,000 "," 151,246 "
1280000000,הכנסות בית משפט וחניה,,,
1281000490,קנסות חניה ," 450,000 "," 2,000,000 "," 2,038,663 "
1281000491,כרטיסי חניה ," 6,500,000 "," 5,580,000 "," 5,026,872 "
1281000492,"קנסות חניה עו""ד"," 500,000 "," 500,000 "," 514,627 "
1281000493,תווי חניה , -   , -   ," 106,380 "
1281000494,אגרת חניה-מדחנים ," 60,000 "," 60,000 ", -   
1281000495,קנסות חניה-חדש ," 3,000,000 "," 3,200,000 "," 1,933,593 "
1281000496,קנס חניה מנהלי גבעתיים ב ," 2,000,000 ", -   , -   
1282000490,הכנסות בית משפט ," 250,000 "," 250,000 "," 254,898 "
1310000000,הכנסות חינוך קדם יסודי ויסודי,,,
1312000410,"שכ""ל גנ""י ",, -   ," 6,115 "
1312000412,סל תרבות - מימון הורים ," 170,000 "," 160,000 "," 155,993 "
1312000414,פעולות העשרה ," 950,000 "," 850,000 "," 832,431 "
1312000415,חוגים ," 550,000 "," 490,000 "," 469,954 "
1312000920,"השת ממשלה גנ""י חוב "," 3,500,000 "," 3,300,000 "," 3,321,234 "
1312000923,השתת ממשלה גננות חובה ," 4,800,000 "," 4,200,000 "," 4,193,189 "
1312000924,"שכ""ל גנ""י מ.חנוך "," 10,700,000 "," 9,600,000 "," 9,566,017 "
1313000410,שכל חוץ ," 120,000 "," 100,000 "," 115,137 "
1313000920,הזנה חנוך מיוחד ," 200,000 "," 200,000 "," 229,323 "
1313000927,המאה 12 תקשוב , -   ," 100,000 "," 149,904 "
1313200410,השתת טפוליות ,," 150,000 "," 153,425 "
1313200414,בטוח תלמידים ," 350,000 "," 330,000 "," 240,176 "
1313200490,פרוייקטים ," 540,000 "," 90,000 "," 65,459 "
1313200491,שווי מבנים תמיכות חינוך ," 20,000 "," 20,000 ", -   
1313200920,השתתפות הממשלה לבת ," 5,300,000 "," 4,400,000 "," 4,708,999 "
1313200921,"שמירה בתי""ס "," 1,100,000 "," 1,300,000 "," 1,308,184 "
1313200922,דמי שכפול ממשלה ," 70,000 "," 70,000 "," 85,242 "
1313200923,סל קליטה ממשלה ," 6,000 "," 6,000 "," 4,752 "
1313200924,מימון טיולים מ. חינוך , -   ," 60,000 "," 480,733 "
1313200926,השתת ממשלה טפוליות ," 3,300,000 "," 2,900,000 "," 2,783,973 "
1313200927,"מתי""א ממשלה "," 180,000 "," 220,000 "," 234,163 "
1313200928,ניהול עצמי ממשלה , -   ," 660,000 "," 662,105 "
1313200929,השתת ממשלה חומרים)הורים( ," 180,000 "," 200,000 "," 178,723 "
1313600410,חנוך משלים חוגים ," 380,000 "," 350,000 "," 392,292 "
1313600411,ליבלובים," 280,000 ",,
1314000000,הכנסות תפוח פיס קהילתי,,,
1314000411,מרחבי הדעת ," 100,000 "," 40,000 "," 46,305 "
1314000920,השת' משרד החינוך ," 410,000 "," 410,000 "," 412,775 "
1315000000,חינוך על יסודי,,,
1315100920,ממשלה למניעת נשירה ," 95,000 "," 90,000 "," 49,764 "
1315200491,החזר חשמל על יסודי ," 50,000 "," 45,000 "," 49,175 "
1315200920,ממשלה קלעי ," 12,000,000 "," 12,250,000 "," 12,251,422 "
1315200921,ממשלה בן צבי ," 9,600,000 "," 9,300,000 "," 9,061,596 "
1317000000,הכנסות שרותים נוספים,,,
1317100920,השתת ממשלה קבטים ," 80,000 "," 80,000 "," 64,284 "
1317200410,מרכז פדגוגי ," 5,000 "," 5,000 "," 6,426 "
1317300410,שרות פסיכולוגי דמי מבחנים," 430,000 "," 430,000 "," 477,732 "
1317300411,מכון למידה ," 30,000 "," 75,000 "," 93,745 "
1317300920,שרות פסיכולוגי ממשלה ," 1,920,000 "," 1,850,000 "," 1,854,634 "
1317800920,הסעת ילדים השתת ממשלה ," 1,550,000 "," 1,400,000 "," 1,502,729 "
1317900412,מרכז מצוינות שכירות ," 420,000 "," 420,000 "," 420,000 "
1317910920,מורשת ישראל ממשלה ," 150,000 "," 60,000 "," 131,231 "
1317900413,נוער עצמיות," 125,000 ",,
1317900921,נוער ממשלה," 150,000 ",,
1317900414,מקצב ," 120,000 ",,
132000000,הכנסות תרבות נוער וספורט,,,
1322000490,הכנסות בית ראשונים ," 510,000 "," 500,000 "," 556,768 "
1325400410,להקות עירוניות ," 201,000 "," 135,000 "," 164,054 "
1328000410,מרכז שזר חוגים ," 520,000 "," 465,000 "," 530,803 "
1328200410,מצפה כוכבים ," 120,000 "," 160,000 "," 180,373 "
1328250410,בית אלון ," 145,000 "," 148,000 "," 162,195 "
1328320410,מכון אמנותי ," 150,000 "," 140,000 "," 144,840 "
1328340410,מרכזי העשרה-ספורט ," 350,000 "," 410,000 "," 481,163 "
1328340411,גלגליות ," 380,000 "," 300,000 "," 323,367 "
1328340412,התעמלות אמנותית ," 350,000 "," 280,000 "," 310,474 "
1328340413,טניס שולחן ," 210,000 "," 210,000 "," 233,998 "
1328341410,הכנסות שדה בוקר ," 450,000 "," 480,000 "," 540,247 "
1328341411,מקצב , -   ," 105,000 "," 109,039 "
1328341412,תמיכות ספורט שווי שימוש מ," 1,200,000 "," 1,200,000 "," 1,156,768 "
1328500490,הכנסות מקייטנות ," 1,000,000 "," 3,800,000 "," 4,689,808 "
1329000490,מרוץ גבעתיים , -   ," 35,000 "," 35,000 "
1329000920,פעולות ספורט ממשלה ," 180,000 "," 100,000 ", -   
1329901410,תמיכות חינוך וקהילה שווי ," 200,000 "," 200,000 ", -   
1340000000,הכנסות רווחה מנהל,,,
1341001930,"משכורת ושכ""ע "," 2,600,000 "," 2,600,000 "," 2,743,900 "
1341002930,הוצ' מנהליות ,, -   , -   
1341003420,תמיכות רווחה שווי שימוש מ," 250,000 "," 250,000 "," 162,520 "
1341004420,מקצב ," 26,000 "," 26,000 "," 26,750 "
1342200930,טיפול גמילה ," 90,000 "," 60,000 "," 80,671 "
1342201420,צרכים מיוחדים למשפחה ," 22,000 "," 22,000 "," 26,865 "
1342201930,צ.מ למשפחה ," 64,000 "," 64,000 "," 61,381 "
1342202930,סיוע למשפחות עם ילדים ," 67,000 "," 67,000 "," 67,739 "
1342203930,עבודה קהילתית ," 4,000 "," 4,000 "," 10,450 "
1342205930,טיפול בדיירי רחוב ," 4,000 "," 4,000 ", -   
1342206420,מרכז אלון הדרכת הורים ," 15,000 "," 15,000 "," 12,943 "
1342401420,תחנה ליעוץ בנישואין ," 60,000 "," 60,000 "," 88,594 "
1342403930,טיפול באלימות ," 50,000 "," 50,000 "," 68,234 "
1343502420,פעולות קהילתיות לילד ," 85,000 "," 85,000 "," 104,876 "
1343502930,פ.קהילתיות לילד ," 250,000 "," 250,000 "," 369,579 "
1343504420,עם הפנים לקהילה ," 30,000 "," 30,000 "," 47,573 "
1343504930,עם הפנים לקהילה ," 210,000 "," 210,000 "," 150,055 "
1343801420,ילדים בפנימיות משפחה ," 67,000 "," 67,000 "," 61,188 "
1343801930,אחז' ילדים בפנימיות ," 1,050,000 "," 1,050,000 "," 1,076,964 "
1343901930,ילדים מעון יום ," 140,000 "," 140,000 "," 140,710 "
1344301420,אחזקת זקנים במעונות ," 420,000 "," 420,000 "," 440,621 "
1344301930,החזקת זקנים במעון ," 1,100,000 "," 1,100,000 "," 1,027,099 "
1344304420,פעילות לגמלאים ," 150,000 ", -   , -   
1344304930,נופשון לזקן ," 4,000 "," 4,000 ", -   
1344400930,קהילה תומכת קשישים ," 45,000 "," 45,000 ", -   
1344402420,מועדון והבראה לזקן ," 180,000 "," 180,000 "," 209,049 "
1344402930,מועדון והבראה לזקן ," 420,000 "," 420,000 "," 276,906 "
1344403420,טפול בזקן בקהילה ," 220,000 "," 220,000 "," 183,909 "
1344403930,צרכים מיוחדים לזקן ," 200,000 "," 200,000 "," 140,023 "
1344406930,השתת בפעילות לקשיש ," 6,000 "," 6,000 ", -   
1344501420,מסגרות יומיות לזקן ," 50,000 "," 50,000 "," 26,689 "
1344501930,מסגרת יומית לזקן ," 110,000 "," 110,000 "," 105,352 "
1344503420,בית הגמלאי ," 100,000 "," 100,000 "," 189,899 "
1344504420,שרידי שואה ," 30,000 "," 30,000 "," 33,860 "
1344504930,ממשלה שרידי שואה ," 270,000 "," -270,000 "," 305,749 "
1345101930,סדור מפגרים במוסדות ," 4,850,000 "," 4,850,000 "," 5,226,547 "
1345102930,מפגרים במוסד ממשלתי ," 1,814,000 "," 1,814,000 "," 1,877,354 "
1345104930,החז אוטיסטים במסגרות ," 1,400,000 "," 1,200,000 "," 1,480,896 "
1345106930,טיפול בהורים וילדים ," 110,000 "," 110,000 "," 101,393 "
1345108930,מ.יום ותעסוקה לבוגרים ," 95,000 "," 95,000 "," 99,477 "
1345110420,מעונות יום שקומיים ," 25,000 "," 25,000 ", -   
1345110930,מעונות יום שיקומיים ," 90,000 "," 90,000 "," 90,265 "
1345112930,נופשונים אוטיסטים ," 7,000 "," 7,000 "," 14,042 "
1345114930,הסעות אוטיסטים ," 55,000 "," 55,000 "," 194,985 "
1345201930,מעון יום אמוני ," 8,000 "," 8,000 "," 8,598 "
1345202420,מפגרים במעון טיפולי ," 19,000 "," 19,000 "," 20,173 "
1345202930,מפגרים במעון טיפולי ," 248,000 "," 248,000 "," 284,847 "
1345203420,"מעשי""ם "," 22,000 "," 22,000 "," 23,136 "
1345203930,"מעשי""ם "," 380,000 "," 380,000 "," 412,472 "
1345301420,שרות תומכים למפגר ," 26,000 "," 26,000 "," 35,503 "
1345301930,שרותים תומכים מפגרים ," 97,000 "," 97,000 "," 72,342 "
1345304420,נופשון למפגר ,, -   ," -10,298 "
1345304930,נופשון למפגר ," 3,000 "," 3,000 "," 5,976 "
1346301930,שקום העיור בקהילה ," 12,000 "," 12,000 "," 10,418 "
1346303930,הדרכת עוור ובני ביתו ," 12,000 "," 12,000 "," 17,887 "
1346401930,מפעלי שקום לעוור ," 10,000 "," 10,000 "," 12,204 "
1346402930,מפעלי תעסוקה ומועדון ," 8,000 "," 8,000 "," 3,009 "
1346502930,אחזקת נכים בפנימיות ," 1,875,000 "," 1,875,000 "," 2,066,859 "
1346503930,מעונות ממשלתיים שיקום ," 200,000 "," 200,000 "," 204,300 "
1346600930,תעסוקה מוגנת למוגבלים ," 105,000 "," 105,000 "," 113,988 "
1346801930,מרכזי אבחון ושקום ," 3,000 "," 3,000 ", -   
1346802930,שקום נכים בקהילה ," 75,000 "," 68,000 "," 43,886 "
1346804930,נכים קשים בקהילה ," 15,000 "," 15,000 "," 10,725 "
1346806420,מ.יום שיקומי לנכים ," 80,000 "," 80,000 "," 121,105 "
1346806930,מ.יום שיקומי לנכים ," 220,000 "," 150,000 "," 209,942 "
1347100930,טפול בנוער וצעירים ," 70,000 "," 70,000 "," 67,698 "
1347103930,טפול בנערות במצוקה ," 105,000 "," 105,000 "," 134,084 "
1347104930,מקלט לנשים מוכות ," 3,000 "," 3,000 ", -   
1347201930,מעונות חסות ממשלתיים ," 1,000 "," 1,000 "," 3,044 "
1347300930,סמים - טפול בקהילה ," 26,000 "," 26,000 "," 12,220 "
1348301930,התנדבות פעולות ," 10,000 "," 10,000 "," 8,809 "
1349001930,מעונות יום עולים ," 15,000 "," 15,000 "," 22,384 "
1349006930,טפול בזקן עולים ," 16,000 "," 16,000 "," 9,900 "
1349011420,פ.קהיל לילד עולים ,, -   ," 3,797 "
1349011930,פ. קהילתי לילד עולים ,, -   ," 15,936 "
1349013420,צ.מ למשפחה עולים ,, -   , -   
1349013930,צ.מ. למשפחה עולים ," 8,000 "," 8,000 "," 1,200 "
1349015930,עבודה קהילתית עולים ," 19,000 "," 19,000 "," 21,035 "
1410000000,הכנסות ממים,,,
1413100211,אגרות מים -פגורים ," 100,000 "," 100,000 "," 409,689 "
1413300421,השתתפות בעלים בצנרת ,, -   , 66 
1413300422,מדי מים ,, -   , 712 
1413300423,חבורי מים ,, -   , 153 
1439000000,הכנסות נכסים ,,,
1439000490,דמי שמוש רכוש העיריה ," 2,800,000 "," 3,000,000 "," 2,441,908 "
1439000691,דיבידנד תאגיד מים ," 5,000,000 "," 5,000,000 "," 7,000,000 "
1470000000,הכנסות מביוב,,,
1471000210,אגרת ביוב ," 43,000 "," 20,000 "," 54,031 "
1511000661,ריבית הצמדה והפרשי שער ," 150,000 "," 150,000 "," 128,460 "
1513000690,החז שנים קודמות ," 200,000 "," 200,000 "," 340,748 "
1594000590,"תביעות ע""פ פסק דין ",, -   ," 30,228 "
1594000690,הכנסות שונות ," 500,000 "," 500,000 "," 548,279 "
1611000000,הוצאות הנהלה,,,
1611000100,משכורת ," 1,700,000 "," 1,350,000 "," 1,332,981 "
1611000121,נסיעות ," 5,000 "," 5,000 "," 4,937 "
1611000122,בגוד ," 16,000 "," 18,000 "," 17,896 "
1611000126,הבראה ," 37,000 "," 41,000 "," 40,312 "
1611000127,אחזקת רכב ," 215,000 "," 225,000 "," 222,251 "
1611000128,טלפון ," 4,500 "," 4,000 "," 4,108 "
1611000130,אשל ," 18,000 "," 12,000 "," 11,380 "
1611000179,שעות נוספות בפועל ," 73,000 "," 78,000 "," 76,797 "
1611000980,הוצאות אחרות ," 40,000 "," 40,000 "," 39,084 "
1611100000,הוצאות ראש העיר וסגניו,,,
1611100100,"משכורת , שכר והוצא "," 1,746,000 "," 1,887,000 "," 2,065,125 "
1611100122,בגוד , -   ," 13,000 "," 12,754 "
1611100127,רכב , -   ," 59,000 "," 58,652 "
1611100128,טלפון ," 15,000 "," 15,000 "," 14,580 "
1611100130,אשל ," 32,000 ", -   , -   
1611101532,רכב ליסינג  63-364-11," 70,000 "," 60,000 "," 76,020 "
1611102532,רכב ליסינג  97-517-52," 72,000 "," 72,000 "," 47,631 "
1611102533,רכב ליסינג 68-014-11," 60,000 "," 60,000 ", -   
1611103532,ליסינג תפעולי ,, -   ," 6,977 "
1612000000,הוצאות מבקר הרשות,,,
1612000100,"משכורת , שכר והוצא "," 608,000 "," 608,000 "," 600,665 "
1612000122,בגוד ," 4,000 "," 4,000 "," 4,190 "
1612000126,הבראה ," 9,000 "," 9,000 "," 8,514 "
1612000127,אחזקת רכב ," 13,000 "," 13,000 "," 13,291 "
1612000128,טלפון ," 2,000 "," 2,000 "," 2,017 "
1612000130,אשל ," 9,000 "," 9,000 "," 8,957 "
1612000532,ליסינג מבקר רשות," 68,000 "," 68,000 "," 63,935 "
1612000560,הוצאות משרדיות ," 5,000 "," 5,000 "," 2,925 "
1612000980,הוצ ביקורת בדיקה ומומחים ," 80,000 ", -   ," 21,715 "
1613000000,הוצאות מזכירות מנגנון,,,
1613000100,"משכורת , שכר והוצא "," 1,967,000 "," 1,922,000 "," 1,897,561 "
1613000121,נסיעות ," 6,500 "," 9,000 "," 8,803 "
1613000122,בגוד ," 16,000 "," 18,000 "," 18,261 "
1613000126,הבראה ," 45,000 "," 47,000 "," 46,001 "
1613000127,אחזקת רכב ," 189,000 "," 189,000 "," 186,484 "
1613000128,טלפון ," 7,000 "," 7,000 "," 6,510 "
1613000130,אשל ," 3,500 "," 10,000 "," 9,953 "
1613000179,שעות נוספות בפועל ," 36,000 "," 25,000 "," 24,390 "
1613000531,החזקת אופנוע   51-869-78 ," 15,000 "," 15,000 "," 10,350 "
1613000750,עב קבלניות-יעוץ ," 420,000 "," 420,000 "," 397,754 "
1613000757,עבודות קבלניות-כח אדם ," 450,000 "," 100,000 "," 616,840 "
1613000758,"הכשרות כ""א"," 100,000 ",,
1613000780,קשרי חוץ ," 20,000 "," 40,000 "," 12,995 "
1613000782,השתלמויות ," 60,000 "," 60,000 "," 47,253 "
1613000980,הוצאות אחרות ," 3,000 "," 3,000 "," 2,986 "
1613001532,רכב בליסיג  50-487-30," 100,000 "," 100,000 "," 111,554 "
1613002532,ליסינג תפעולי עובדים 2637,, -   , 350 
1614000000,הוצאות דוברות,,,
1614000100,משכורת ," 586,000 "," 273,000 "," 269,766 "
1614000122,בגוד ," 4,000 "," 4,000 "," 4,190 "
1614000126,הבראה ," 11,000 "," 11,000 "," 10,575 "
1614000127,אחזקת רכב ," 65,000 "," 70,000 "," 69,421 "
1614000128,טלפון ," 2,000 "," 1,000 "," 1,166 "
1614000179,שעות נוספות בפועל ," 35,000 "," 43,000 "," 42,524 "
1614000522,ספרים ועיתונים ," 32,000 "," 32,000 "," 35,126 "
1614000550,פרסומים ," 1,200,000 "," 950,000 "," 1,051,800 "
1614000750,דוברות ," 300,000 "," 250,000 "," 179,990 "
1616000000,הוצאות אגף מנהל כללי,,,
1616000100,משכורת ושכע ," 1,489,000 "," 1,348,000 "," 1,330,264 "
1616000122,בגוד ," 13,000 "," 13,000 "," 12,570 "
1616000126,הבראה ," 32,000 "," 32,000 "," 31,302 "
1616000127,אחזקת רכב ," 242,000 "," 242,000 "," 238,786 "
1616000128,טלפון ," 3,000 "," 3,000 "," 2,617 "
1616000130,אשל ," 7,000 "," 11,000 "," 10,423 "
1616000179,שעות נוספות בפועל ," 1,000 "," 18,000 "," 17,725 "
1616000570,אוטומציה ," 1,100,000 "," 1,100,000 "," 897,300 "
1616000740,ציוד מתכלה ," 90,000 "," 90,000 "," 90,968 "
1616000750,ציוד ותחזוקה ," 90,000 "," 90,000 "," 61,645 "
1616000751,אבטחת מידע ," 50,000 "," 50,000 ", -   
1616000752,"מערכת שכר וכ""א "," 130,000 "," 130,000 "," 116,651 "
1616000753,שידרוג מחשבים ," 100,000 "," 100,000 "," 93,331 "
1616000757,תחזוקת מערכות מידע ," 100,000 "," 100,000 "," 49,758 "
1616000780,"או""ש "," 150,000 "," 150,000 "," 286,458 "
1616000781,רישוי מיקרוסופט ," 100,000 "," 100,000 ", -   
1616000782,שידורי מועצה ," 80,000 "," 80,000 ", -   
1616000783,פורום ה-15," 90,000 "," 90,000 ", -   
1616000784,יעוץ דיגיטלי ," 100,000 "," 100,000 ", -   
1616000930,שידרוג מערכות ," 50,000 "," 50,000 "," 45,514 "
1616000931,תוכנה אינטרנט ," 100,000 "," 100,000 "," 91,240 "
1616000932,תחזוקת גנים ובתיס ," 20,000 "," 20,000 "," 7,020 "
1616000934,הקמת מערך DRP," 100,000 ",,
1616000541,בולים," 350,000 ", -   ," 370,695 "
1616000542,טלפון ," 1,000,000 ", -   ," 1,529,952 "
1616100000,הוצאות ארכיון עירוני,,,
1616100100,משכורת ושכר עבודה ," 150,000 "," 146,000 "," 144,359 "
1616100121,נסיעות ," 3,000 "," 3,000 "," 2,820 "
1616100122,בגוד ," 5,500 "," 5,000 "," 4,964 "
1616100126,הבראה ," 13,000 "," 13,000 "," 12,758 "
1616100127,אחזקת רכב ," 38,000 "," 38,000 "," 37,721 "
1616100128,טלפון ," 1,000 "," 1,000 ", 898 
1616100430,מאור כח חשמל ," 3,000 "," 3,000 "," 1,074 "
1616100751,ייעול ארכיון," 100,000 ",,
1616100560,הוצאות משרדיות ," 4,000 "," 4,000 "," 1,187 "
1616100750,מכרז ארכיון ," 50,000 "," 50,000 "," 53,100 "
1616200000,הוצאות רכש ואפסנאות,,,
1616200100,משכורת ושכר עבודה ," 793,000 "," 861,000 "," 849,697 "
1616200121,נסיעות ," 17,000 "," 16,000 "," 16,035 "
1616200122,בגוד ," 12,000 "," 9,000 "," 9,023 "
1616200126,הבראה ," 20,000 "," 20,000 "," 19,895 "
1616200127,אחזקת רכב ," 77,000 "," 84,000 "," 82,490 "
1616200128,טלפון ," 4,000 "," 4,000 "," 3,927 "
1616200130,אשל ," 1,000 "," 1,000 ", 768 
1616200178,שעות נוספות ברישום ," 22,000 ", -   , -153 
1616200179,שעות נוספות בפועל ," 33,000 "," 56,000 "," 55,540 "
1616200430,מאור  ," 340,000 "," 340,000 "," 490,762 "
1616200431,מים משרדי העיריה ," 400,000 "," 400,000 "," 378,611 "
1616200440,בטוח ," 1,550,000 "," 1,800,000 "," 1,904,259 "
1616200450,רהוט והחזקתו ," 50,000 "," 50,000 "," 44,173 "
1616200533,רכב בליסינג  88-954-78 אפסנאות," 50,000 "," 50,000 "," 47,639 "
1616200541,בולים , -   ," 350,000 ",
1616200542,טלפון , -   ," 1,000,000 ",
1616200543,שעוני נוכחות ," 10,000 "," 10,000 "," 4,009 "
1616200544,הוצ' תקשורת פקס' ," 70,000 "," 70,000 "," 61,619 "
1616200560,הוצאות משרדיות ," 150,000 "," 200,000 "," 193,078 "
1616200980,הוצאות אחרות ," 150,000 "," 220,000 "," 219,464 "
1617000000,הוצאות שרות משפטי,,,
1617000100,"משכורת , שכר והוצא "," 765,000 "," 785,000 "," 774,778 "
1617000121,נסיעות ," 6,000 "," 6,000 "," 5,448 "
1617000122,בגוד ," 6,500 "," 6,000 "," 6,224 "
1617000126,הבראה ," 19,000 "," 19,000 "," 19,035 "
1617000127,אחזקת רכב ," 86,000 "," 86,000 "," 84,754 "
1617000128,טלפון ," 2,000 "," 2,000 "," 1,604 "
1617000178,שעות נוספות ברישום ," 20,000 ", -   ," -3,188 "
1617000522,ספרים ועתונים ," 30,000 "," 30,000 "," 21,804 "
1617000581,הוצאות משפטיות ," 470,000 "," 1,000,000 "," 932,858 "
1619000780,בחירות לרשויות , -   , -   ," 386,197 "
1621000000,הוצאות הנהלת הגזברות,,,
1621000100,"משכורת , שכר והוצא "," 2,011,000 "," 2,077,000 "," 2,169,035 "
1621000121,נסיעות ," 20,000 "," 17,000 "," 16,906 "
1621000122,בגוד ," 18,000 "," 20,000 "," 20,263 "
1621000126,הבראה ," 51,000 "," 59,000 "," 58,579 "
1621000127,אחזקת רכב ," 230,000 "," 279,000 "," 275,144 "
1621000128,טלפון ," 7,000 "," 6,000 "," 6,396 "
1621000531,מבוטל,," 15,000 "," 15,000 "
1621000750,יעוץ ," 250,000 "," 300,000 "," 251,432 "
1621002532,רכב בליסינג  55-698-30," 54,000 "," 54,000 "," 53,194 "
1621004532,רכב בליסינג 22-996-12," 78,000 "," 78,000 "," 79,097 "
1621100000,הוצאות נכסים,,,
1621100100,"משכורת ושכ""ע "," 270,000 "," 224,000 "," 220,694 "
1621100121,נסיעות ," 3,000 "," 1,000 ", 238 
1621100122,בגוד ," 4,000 "," 4,000 "," 4,190 "
1621100126,הבראה ," 8,000 "," 8,000 "," 7,614 "
1621100127,אחזקת רכב ," 28,000 "," 28,000 "," 27,621 "
1621100128,טלפון ," 2,000 "," 1,000 "," 1,166 "
1621100130,אשל ," 6,000 "," 6,000 "," 5,709 "
1621100179,שעות נוספות בפועל ," 52,000 "," 45,000 "," 44,996 "
1621100410,שכירות ," 400,000 "," 220,000 "," 186,755 "
1621100411,ועד בית ," 50,000 "," 40,000 "," 79,145 "
1621100531,החזקת אופנוע ," 15,000 "," 15,000 "," 12,781 "
1621100560,הוצאות משרדיות ," 10,000 "," 10,000 "," 7,238 "
1623000000,הוצאות גביה,,,
1623000100,"משכורת , שכר והוצא "," 1,450,000 "," 1,409,000 "," 1,368,205 "
1623000121,נסיעות ," 24,000 "," 21,000 "," 19,740 "
1623000122,בגוד ," 20,000 "," 20,000 "," 19,801 "
1623000126,הבראה ," 54,000 "," 51,000 "," 48,833 "
1623000127,אחזקת רכב ," 112,000 "," 112,000 "," 103,998 "
1623000128,טלפון ," 8,000 "," 8,000 "," 6,919 "
1623000130,אשל ," 23,000 "," 25,000 "," 25,046 "
1623000178,שעות נוספות_ברישום ,, -   , -946 
1623000179,שעות נוספות בפועל ," 11,000 "," 11,000 "," 9,069 "
1623000532,רכב בליסינג  34-136-79," 50,000 "," 60,000 "," 47,669 "
1623000540,הוצאות דיוור," 180,000 "," 200,000 "," 168,333 "
1623000560,הוצאות משרדיות ," 80,000 "," 69,000 "," 77,982 "
1623000581,הוצאות משפטיות - אכיפה," 230,000 ",,
1623000750,עבודות קבלניות ," 350,000 "," 500,000 "," 232,990 "
1623000751,שמירה ," 95,000 "," 95,000 "," 57,005 "
1623000980,הוצאות אחרות ," 7,000 "," 5,000 "," 3,126 "
1623000981,הוצאות משפטיות   ," 800,000 "," 1,000,000 "," 1,687,988 "
1630000000,הוצאות מימון,,,
1631000610,עמלות אי.אר.אן ," 35,000 "," 38,000 "," 25,556 "
1631002610,א.השלטון עמלות וריבית. ," 4,000 "," 4,000 "," 4,349 "
1631009610,ב.הדואר עמלות וריבית. ," 190,000 "," 190,000 "," 149,691 "
1631010610,לאומי עמלות וריבית. ," 20,000 "," 20,000 "," 16,329 "
1631011610,דיסקונט עמלות וריבית. ," 9,000 "," 9,000 "," 7,613 "
1631012610,"בנה""פ עמלות וריבית. "," 60,000 "," 60,000 "," 40,869 "
1631020610,המזרחי עמלות וריבית. ," 3,000 "," 3,000 "," 2,714 "
1631031610,הבינלאומי עמלות וריבית. ," 60,000 "," 60,000 "," 33,776 "
1631100610,עמלות ישראכרט -הבטחת המחא," 10,000 "," 10,000 "," 11,159 "
1631102610,עמלות הוצאה לפועל שילוט ," 5,000 "," 5,000 "," 4,928 "
1631288610,ויזה ודינרס עמלות ," 410,000 "," 410,000 "," 355,856 "
